Cluster,SourceID,Prot,GaiaDR2,RA_ICRS,DE_ICRS,plx,e_plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,BPmag,RPmag,BP-RP,Delta,Pmemb,Class,MG0proj,Mass,Teff,FlagMT,SimbadName,_RA_icrs,_DE_icrs,recno
M37     ,Hartman08 1043,6.83522303,3451205959791878016,88.1630592319,32.646389657,0.4685,0.0968,1.8610000000000002,0.15900000000000003,-5.485,0.133,16.947357,17.457407,16.169292,1.2881145,1.218,0.988,probable-member,5.408,0.92,5447,bright,Cl* NGC 2099 HGH V1043,88.16304971440681,32.64641327117727,2371
M37     ,Hartman08 1044,11.51684037,3451205165223338496,88.1637010882,32.616336364,0.3442,0.3005,0.8590000000000001,0.49900000000000005,-6.107000000000001,0.41800000000000004,18.84625,19.68194,17.788902,1.8930378,1.445,0.918,probable-member,7.515,0.66,4203,faint,Cl* NGC 2099 HGH V1044,88.16369669506602,32.61636265979016,2372
M37     ,Hartman08 1060,8.11983816,3451205169521658112,88.1684431857,32.6246408584,0.4336,0.0958,1.9170000000000003,0.16100000000000003,-5.857000000000001,0.134,16.986155,17.564272,16.231024,1.3332481,1.453,0.988,probable-member,5.605,0.889,5323,bright,Cl* NGC 2099 HGH V1060,88.16843338730025,32.624666075249884,2374
M37     ,Hartman08 1061,8.96199942,3451177544292070144,88.1685951691,32.4856092365,0.7808,0.1203,1.9570000000000003,0.22000000000000003,-5.8660000000000005,0.18300000000000002,17.44672,18.055454,16.662191,1.3932629,0.735,1.0,probable-member,5.862,0.851,5159,bright,Cl* NGC 2099 HGH V1061,88.16858517886864,32.48563449120454,2375
M37     ,Hartman08 1070,8.14108872,3451205955497353600,88.170976423,32.6408621068,0.5844,0.1151,1.9980000000000002,0.198,-5.546,0.164,17.255466,17.901892,16.479212,1.4226799,0.487,0.999,probable-member,5.977,0.834,5089,bright,Cl* NGC 2099 HGH V1070,88.1709662079771,32.64088598527782,2379
M37     ,Hartman08 1081,7.62242098,3451177475572595072,88.1743455901,32.4771564986,0.6278,0.0672,2.027,0.127,-5.803000000000001,0.10500000000000001,16.394196,16.89667,15.714798,1.1818714,0.6,1.0,probable-member,4.938,1.003,5752,bright,Cl* NGC 2099 HGH V1081,88.17433524357214,32.47718148506109,2381
M37     ,Hartman08 1085,8.09869826,3451177578651801088,88.1747067888,32.4935003444,0.8337,0.1191,2.0140000000000002,0.17900000000000002,-5.48,0.15000000000000002,16.948984,17.518608,16.215843,1.3027649,0.906,1.0,probable-member,5.473,0.91,5406,bright,Cl* NGC 2099 HGH V1085,88.17469650966443,32.493523937899226,2382
M37     ,Hartman08 1102,6.754795,3451219841129289600,88.179775968,32.7493399394,0.6375,0.0972,1.8800000000000001,0.132,-5.838000000000001,0.11100000000000002,16.477692,17.02108,15.788794,1.2322865,0.588,1.0,probable-member,5.168,0.962,5603,bright,Cl* NGC 2099 HGH V1102,88.17976634138505,32.749365075294676,2384
M37     ,Hartman08 1104,10.72288866,3451176612288137216,88.1802927694,32.4491819106,0.7296,0.1601,2.6630000000000003,0.32200000000000006,-5.245000000000001,0.268,18.060495,18.82501,17.120531,1.7044792,1.366,0.994,probable-member,6.791,0.732,4606,intermediate,Cl* NGC 2099 HGH V1104,88.18027918448355,32.449204495090825,2385
M37     ,Hartman08 1107,3.27408694,3451176513499941376,88.1812626275,32.430211533,0.668,0.0467,1.8480000000000003,0.08600000000000001,-5.876,0.068,15.620654,16.065138,15.00847,1.0566683,0.763,1.0,probable-member,4.318,1.123,6142,bright,Cl* NGC 2099 HGH V1107,88.18125320139725,32.430236830734664,2387
M37     ,Hartman08 1111,12.2903904,3451204512387940608,88.1831896736,32.582886595,0.919,0.3274,2.47,0.5930000000000001,-5.335000000000001,0.51,19.084341,19.889282,18.05624,1.8330421,0.745,0.994,probable-member,7.748,0.637,4090,faint,Cl* NGC 2099 HGH V1111,88.1831770547055,32.58290956593014,2388
M37     ,Hartman08 1112,1.43043302,3451208051448758400,88.1833272918,32.7264947513,-0.9347,1.2416,3.3540000000000005,1.7480000000000002,-7.484000000000001,1.4880000000000002,20.33216,20.783058,19.038025,1.7450333,1.129,0.905,probable-member,8.986,0.519,3610,faint,Cl* NGC 2099 HGH V1112,88.18331012452514,32.72652697312276,2389
M37     ,Hartman08 1120,1.7396734,3451177505632382976,88.1861192134,32.4918745215,1.517,0.4326,2.8360000000000003,0.49200000000000005,-5.582000000000001,0.42500000000000004,18.697134,19.47633,17.682653,1.7936764,1.507,0.998,probable-member,7.356,0.675,4286,faint,Cl* NGC 2099 HGH V1120,88.18610473475135,32.491898557086195,2391
M37     ,Hartman08 1131,3.28667272,3451201286871252224,88.1893543625,32.5324697067,0.7139,0.0596,1.8760000000000001,0.09700000000000002,-5.612000000000001,0.081,15.661103,16.110052,15.042242,1.06781,0.444,1.0,probable-member,4.378,1.11,6105,bright,Cl* NGC 2099 HGH V1131,88.18934478012545,32.53249386884605,2394
M37     ,Hartman08 1136,9.62767091,3451204924705163776,88.1916319467,32.6086807168,0.8038,0.1367,2.523,0.22700000000000004,-5.563000000000001,0.18900000000000003,17.629671,18.269575,16.816532,1.453043,1.31,0.999,probable-member,6.115,0.815,5005,intermediate,Cl* NGC 2099 HGH V1136,88.19161905027224,32.60870466965214,2396
M37     ,Hartman08 1137,6.25771475,3451177505632385664,88.1916668171,32.4930670988,0.7577,0.0683,2.023,0.11600000000000002,-5.506,0.09700000000000002,16.050406,16.525902,15.398869,1.1270332,0.842,1.0,probable-member,4.677,1.051,5917,bright,Cl* NGC 2099 HGH V1137,88.19165648921494,32.493090807335044,2397
M37     ,Hartman08 1138,10.07731545,3450988149114368640,88.191689747,32.3786496622,0.5878,0.1686,1.8260000000000003,0.30100000000000005,-5.590000000000001,0.24800000000000003,17.976547,18.694853,17.11456,1.5802937,0.335,0.998,probable-member,6.583,0.754,4734,intermediate,Cl* NGC 2099 HGH V1138,88.19168043554406,32.37867373157908,2398
M37     ,Hartman08 1145,14.66617366,3451204825920527232,88.1943024389,32.5909599774,1.6099,0.5389,2.9480000000000004,1.0290000000000001,-6.394000000000001,0.936,19.79029,20.540527,18.654848,1.8856792,1.24,0.994,probable-member,8.459,0.569,3789,faint,Cl* NGC 2099 HGH V1145,88.19428737318336,32.59098750553341,2399
M37     ,Hartman08 1146,1.40115702,3451204929001311360,88.1948002499,32.6038090312,1.445,0.7296,0.21800000000000003,1.6290000000000002,-6.585000000000001,1.328,20.202263,21.117537,18.881193,2.2363434,0.953,0.928,probable-member,8.904,0.527,3636,faint,Cl* NGC 2099 HGH V1146,88.19479913622736,32.603837381910864,2400
M37     ,Hartman08 1151,6.83522303,3451176650938873344,88.1961803841,32.4616867412,0.7022,0.0798,1.7990000000000002,0.14600000000000002,-5.787000000000001,0.12200000000000001,16.486416,17.016455,15.805781,1.2106733,0.564,1.0,probable-member,5.069,0.979,5667,bright,Cl* NGC 2099 HGH V1151,88.19617120335688,32.46171165892093,2403
M37     ,Hartman08 1159,0.70938177,3450988595795139968,88.2135507885,32.4123388494,2.1803,0.6786,3.6260000000000003,1.453,-4.819000000000001,1.199,20.02982,20.595068,18.754171,1.8408966,1.501,0.97,probable-member,8.694,0.547,3701,faint,Cl* NGC 2099 HGH V1159,88.21353229658285,32.41235959986422,2404
M37     ,Hartman08 1162,8.99837375,3451201213851933312,88.2145012801,32.5395070253,1.1054,0.1599,2.3930000000000002,0.23900000000000002,-5.6000000000000005,0.21000000000000002,17.553823,18.225779,16.744322,1.4814568,1.788,1.0,probable-member,6.204,0.803,4951,intermediate,Cl* NGC 2099 HGH V1162,88.21448905968738,32.53953113522413,2405
M37     ,Hartman08 1165,5.89038061,3450987912893856000,88.2152410726,32.3632794277,0.8443,0.398,0.6420000000000001,0.7120000000000001,-5.500000000000001,0.666,19.279194,20.484554,18.169846,2.3147087,1.053,0.911,probable-member,7.987,0.614,3980,faint,Cl* NGC 2099 HGH V1165,88.21523779931823,32.36330310636084,2407
M37     ,Hartman08 1174,9.68766739,3451204963363222016,88.2177991813,32.6004003149,0.5762,0.284,1.6790000000000003,0.47100000000000003,-5.246,0.397,18.473541,19.221163,17.499207,1.7219563,0.634,0.975,probable-member,7.121,0.698,4409,intermediate,Cl* NGC 2099 HGH V1174,88.21779060104625,32.60042290083331,2408
M37     ,Hartman08 1186,12.05234405,3450988595793083520,88.2246937622,32.4160760933,0.4387,0.2494,1.9350000000000003,0.45000000000000007,-5.223000000000001,0.36800000000000005,18.843103,19.749958,17.858759,1.8911991,0.797,0.963,probable-member,7.512,0.66,4205,faint,Cl* NGC 2099 HGH V1186,88.22468389247155,32.41609858229791,2410
M37     ,Hartman08 1202,13.11982286,3451200187359628032,88.229895296,32.4909879994,0.6573,0.353,2.079,0.6000000000000001,-5.495000000000001,0.535,19.138275,20.36966,18.111195,2.2584648,0.205,0.989,probable-member,7.842,0.628,4047,faint,Cl* NGC 2099 HGH V1202,88.22988468477172,32.491011657528375,2415
M37     ,Hartman08 1208,10.3112209,3451201591820084992,88.2326331627,32.5622853255,0.4792,0.2088,2.1,0.326,-5.372000000000001,0.276,18.148024,18.951464,17.272575,1.6788883,0.751,0.988,probable-member,6.807,0.73,4596,intermediate,Cl* NGC 2099 HGH V1208,88.23262243606939,32.562308456173966,2417
M37     ,Hartman08 1210,8.18392528,3451202008425720704,88.2331193873,32.5939339641,0.6176,0.124,1.4010000000000002,0.21100000000000002,-5.199000000000001,0.17800000000000002,17.318638,17.953249,16.544992,1.4082565,1.53,0.93,probable-member,5.921,0.842,5123,bright,Cl* NGC 2099 HGH V1210,88.23311222839833,32.593956350313356,2418
M37     ,Hartman08 1221,9.35010524,3451201591809060480,88.2369301879,32.5501144332,0.4226,0.2063,2.019,0.32200000000000006,-5.840000000000001,0.274,18.250631,19.087275,17.346485,1.7407894,0.772,0.995,probable-member,6.926,0.718,4522,intermediate,Cl* NGC 2099 HGH V1221,88.23691987556894,32.55013957594472,2422
M37     ,Hartman08 1223,9.18441137,3451201591809067136,88.2373713974,32.5577302282,0.2493,0.1536,1.5790000000000002,0.24400000000000002,-5.803000000000001,0.20800000000000002,17.652626,18.407011,16.819288,1.5877228,1.711,0.92,probable-member,6.534,0.76,4762,intermediate,Cl* NGC 2099 HGH V1223,88.23736333026888,32.557755212986656,2423
M37     ,Hartman08 1225,10.2292338,3450988698874465408,88.2378116439,32.4186988799,0.8356,0.1793,1.868,0.31300000000000006,-5.252000000000001,0.257,18.091219,18.80126,17.237041,1.5642185,0.915,0.998,probable-member,6.633,0.748,4705,intermediate,Cl* NGC 2099 HGH V1225,88.2378021150012,32.418721493050654,2424
M37     ,Hartman08 1235,12.38833134,3451201935405752832,88.2406527595,32.5877798149,1.024,0.2575,2.007,0.42600000000000005,-5.337000000000001,0.35900000000000004,18.60062,19.423038,17.64609,1.7769489,0.917,0.998,probable-member,7.258,0.685,4338,faint,Cl* NGC 2099 HGH V1235,88.24064250457437,32.58780279262148,2425
M37     ,Hartman08 1249,13.26530194,3451012200933385088,88.2484120297,32.4460098177,1.3383,0.4648,2.096,0.7720000000000001,-4.227,0.7150000000000001,19.398455,20.58409,18.309906,2.2741833,1.395,0.909,probable-member,8.103,0.603,3927,faint,Cl* NGC 2099 HGH V1249,88.24840133806009,32.4460280190865,2428
M37     ,Hartman08 1265,11.64623736,3451201974062219264,88.2536206072,32.5917090941,0.5534,0.2715,1.479,0.47600000000000003,-5.2620000000000005,0.4,18.690691,19.543999,17.662075,1.8819237,0.761,0.964,probable-member,7.359,0.675,4285,faint,Cl* NGC 2099 HGH V1265,88.25361304844023,32.591731751459214,2431
M37     ,Hartman08 1273,8.52015886,3451201729248034944,88.2562079164,32.5798756937,0.7227,0.1433,2.024,0.22200000000000003,-5.224,0.19000000000000003,17.288363,17.853373,16.510311,1.3430614,0.991,0.997,probable-member,5.647,0.883,5296,bright,Cl* NGC 2099 HGH V1273,88.25619757352548,32.57989818728032,2433
M37     ,Hartman08 1277,10.79732732,3451201763607774720,88.2569609194,32.5831994574,1.0199,0.2137,2.298,0.34700000000000003,-5.635000000000001,0.29200000000000004,18.123655,18.833439,17.221869,1.6115704,1.086,0.999,probable-member,6.722,0.739,4649,intermediate,Cl* NGC 2099 HGH V1277,88.25694917565403,32.583223718657365,2434
M37     ,Hartman08 1284,11.36653995,3451201660528544768,88.2633751585,32.5589320723,0.2931,0.2663,2.224,0.42000000000000004,-5.74,0.35700000000000004,18.487204,19.259972,17.549318,1.7106533,0.896,0.985,probable-member,7.135,0.697,4402,intermediate,Cl* NGC 2099 HGH V1284,88.26336379802102,32.558956786470276,2436
M37     ,Hartman08 1285,5.1323379,3450987496281377536,88.2637532082,32.3554797993,0.673,0.1798,2.366,0.31700000000000006,-6.149000000000001,0.259,18.22456,18.99154,17.298912,1.6926289,1.159,0.998,probable-member,6.871,0.724,4556,intermediate,Cl* NGC 2099 HGH V1285,88.26374115070226,32.35550627265534,2437
M37     ,Hartman08 1298,12.95589338,3451207329885444736,88.2693610068,32.7125729794,0.3335,0.4458,1.1720000000000002,0.6270000000000001,-5.998000000000001,0.533,18.90514,19.786884,17.859526,1.9273586,0.877,0.961,probable-member,7.578,0.654,4171,faint,Cl* NGC 2099 HGH V1298,88.26935500931761,32.71259880586331,2439
M37     ,Hartman08 1332,9.98028757,3451200904614298368,88.2791116267,32.5552775323,0.5238,0.2101,1.743,0.30500000000000005,-5.6690000000000005,0.259,17.959396,18.7093,17.073061,1.6362381,0.498,0.996,probable-member,6.664,0.745,4686,intermediate,Cl* NGC 2099 HGH V1332,88.27910272206675,32.55530194203358,2444
M37     ,Hartman08 1333,7.91327906,3450987599360628992,88.2794167299,32.3811399927,0.8867,0.1645,2.306,0.30800000000000005,-5.301000000000001,0.26,17.654646,18.269611,16.747416,1.5221958,1.158,0.999,probable-member,6.341,0.785,4872,intermediate,Cl* NGC 2099 HGH V1333,88.27940497316854,32.381162816209105,2445
M37     ,Hartman08 1334,6.92010323,3451012170869110400,88.2800390901,32.4428083989,0.6372,0.0954,1.7570000000000001,0.14900000000000002,-5.680000000000001,0.12400000000000001,16.702538,17.272905,15.997831,1.275074,0.471,1.0,probable-member,5.35,0.93,5483,bright,Cl* NGC 2099 HGH V1334,88.28003012432839,32.44283285435277,2446
M37     ,Hartman08 1336,2.22654785,3451203245372519552,88.281028206,32.6021258636,0.8867,0.5736,3.4380000000000006,1.0020000000000002,-6.093000000000001,0.9570000000000001,19.784182,20.667534,18.505777,2.1617565,0.92,0.987,probable-member,8.479,0.567,3781,faint,Cl* NGC 2099 HGH V1336,88.28101063447913,32.60215209681289,2447
M37     ,Hartman08 1338,7.91327906,3450988389634628224,88.2818788155,32.3960060239,0.8578,0.1163,2.1050000000000004,0.23000000000000004,-5.863,0.19300000000000003,17.500095,18.25718,16.665064,1.5921154,1.09,1.0,probable-member,6.59,0.753,4730,intermediate,Cl* NGC 2099 HGH V1338,88.2818680811118,32.39603126602144,2448
M37     ,Hartman08 1350,5.87193247,3451200938974042240,88.2849834056,32.5636749485,0.6345,0.2354,2.5140000000000002,0.36700000000000005,-5.426000000000001,0.31300000000000006,18.175568,18.917042,17.281345,1.6356964,0.893,0.994,probable-member,6.785,0.732,4609,intermediate,Cl* NGC 2099 HGH V1350,88.2849705623697,32.56369831238644,2450
M37     ,Hartman08 1352,2.14664964,3451200526657154560,88.2868171824,32.5155168134,0.2512,0.398,2.4070000000000005,0.7100000000000001,-5.728000000000001,0.656,19.293606,20.403503,18.22516,2.1783428,0.711,0.964,probable-member,7.99,0.614,3979,faint,Cl* NGC 2099 HGH V1352,88.28680489023581,32.51554147350973,2451
M37     ,Hartman08 1367,10.61313545,3451200530956976256,88.2929779491,32.5242910735,0.8508,0.2413,1.5710000000000002,0.38900000000000007,-5.643000000000001,0.32000000000000006,18.338175,19.095888,17.455366,1.640522,0.653,0.996,probable-member,6.94,0.717,4513,intermediate,Cl* NGC 2099 HGH V1367,88.29296992733846,32.52431537035135,2454
M37     ,Hartman08 1378,7.28974167,3451202420742569472,88.2956926393,32.5718397424,0.7594,0.228,2.1670000000000003,0.35500000000000004,-5.626,0.30900000000000005,18.304317,19.048553,17.375637,1.6729164,0.41,0.999,probable-member,6.925,0.718,4522,intermediate,Cl* NGC 2099 HGH V1378,88.29568157028386,32.57186396461498,2458
M37     ,Hartman08 1394,9.70009982,3451202347734370304,88.3024231903,32.5611289523,0.9084,0.2052,2.181,0.31400000000000006,-5.264,0.262,18.10448,18.870142,17.193047,1.6770954,1.048,0.999,probable-member,6.78,0.733,4613,intermediate,Cl* NGC 2099 HGH V1394,88.30241205016213,32.5611516173661,2461
M37     ,Hartman08 1398,8.45071991,3450987363138025856,88.3032049301,32.3666622867,0.5583,0.111,1.9450000000000003,0.198,-5.638000000000001,0.162,17.305092,17.974882,16.521349,1.4535332,0.545,0.999,probable-member,6.097,0.818,5016,bright,Cl* NGC 2099 HGH V1398,88.30319501766412,32.3666865616127,2462
M37     ,Hartman08 1424,2.92651659,3451202141564879488,88.3138497239,32.5540779097,0.7359,0.3328,0.9950000000000001,0.529,-6.298000000000001,0.4580000000000001,19.023985,19.97699,18.00678,1.9702091,1.242,0.952,probable-member,7.701,0.642,4112,faint,Cl* NGC 2099 HGH V1424,88.3138446418481,32.55410502448692,2465
M37     ,Hartman08 1442,8.26192095,3451012029134698368,88.3206223944,32.4480590536,0.7397,0.1448,2.1670000000000003,0.21600000000000003,-5.508000000000001,0.18000000000000002,17.629812,18.289913,16.812412,1.4775009,0.639,0.999,probable-member,6.198,0.804,4954,intermediate,Cl* NGC 2099 HGH V1442,88.32061133697536,32.44808276796484,2467
